,census_area,Rebate_dol,Fuel_Esc_Rate,Temp_Projection,NPV_weighted2,CO2_lbs_saved_weighted2,CO2_driving_miles_saved_weighted2,Heating_Days_Above5_weighted2,Heating_Days_Below5_weighted2,Heating_Days_Covered
47,Aleutians West Census Area,4000,0.03,3.0,-2254.5967805485698,2084.5162408401034,2337.2448653783276,354.9442063119418,0.0,1.0
48,Aleutians West Census Area,4000,0.06,0.0,-4166.843807365983,2273.6996878723453,2549.365083742506,355.51297091601225,0.0,1.0
49,Aleutians West Census Area,4000,0.06,1.5,-3230.692200039502,2186.691141352592,2451.8075427586245,354.9442063119418,0.0,1.0
50,Aleutians West Census Area,4000,0.06,3.0,-2392.1106563756516,2084.5162408401034,2337.2448653783276,354.9442063119418,0.0,1.0
51,Aleutians West Census Area,4000,0.09,0.0,-4715.430105116137,2273.6996878723453,2549.365083742506,355.51297091601225,0.0,1.0
52,Aleutians West Census Area,4000,0.09,1.5,-3581.113018462493,2186.691141352592,2451.8075427586245,354.9442063119418,0.0,1.0
53,Aleutians West Census Area,4000,0.09,3.0,-2565.0197210885362,2084.5162408401034,2337.2448653783276,354.9442063119418,0.0,1.0
54,Anchorage municipality,0,0.03,0.0,-5089.637038400967,1765.2747057807549,1979.2981993776607,354.5,9.833333333333336,0.9730100640439159
55,Anchorage municipality,0,0.03,1.5,-4965.054587859721,1745.264385382327,1956.8618097302704,354.83333333333337,8.333333333333334,0.9770536943552088
56,Anchorage municipality,0,0.03,3.0,-4815.262756573984,1721.5124618465622,1930.2301816147472,352.66666666666674,7.166666666666668,0.9800833719314497
57,Anchorage municipality,0,0.06,0.0,-5310.209518374462,1765.2747057807549,1979.2981993776607,354.5,9.833333333333336,0.9730100640439159
58,Anchorage municipality,0,0.06,1.5,-5160.408156297878,1745.264385382327,1956.8618097302704,354.83333333333337,8.333333333333334,0.9770536943552088
59,Anchorage municipality,0,0.06,3.0,-4980.294342056281,1721.5124618465622,1930.2301816147472,352.66666666666674,7.166666666666668,0.9800833719314497
60,Anchorage municipality,0,0.09,0.0,-5587.555938757349,1765.2747057807549,1979.2981993776607,354.5,9.833333333333336,0.9730100640439159
61,Anchorage municipality,0,0.09,1.5,-5406.044479205694,1745.264385382327,1956.8618097302704,354.83333333333337,8.333333333333334,0.9770536943552088
62,Anchorage municipality,0,0.09,3.0,-5187.803998243351,1721.5124618465622,1930.2301816147472,352.66666666666674,7.166666666666668,0.9800833719314497
63,Anchorage municipality,2000,0.03,0.0,-3089.6370384009683,1765.2747057807549,1979.2981993776607,354.5,9.833333333333336,0.9730100640439159
64,Anchorage municipality,2000,0.03,1.5,-2965.054587859721,1745.264385382327,1956.8618097302704,354.83333333333337,8.333333333333334,0.9770536943552088
65,Anchorage municipality,2000,0.03,3.0,-2815.262756573984,1721.5124618465622,1930.2301816147472,352.66666666666674,7.166666666666668,0.9800833719314497
66,Anchorage municipality,2000,0.06,0.0,-3310.2095183744614,1765.2747057807549,1979.2981993776607,354.5,9.833333333333336,0.9730100640439159
67,Anchorage municipality,2000,0.06,1.5,-3160.40815629788,1745.264385382327,1956.8618097302704,354.83333333333337,8.333333333333334,0.9770536943552088
68,Anchorage municipality,2000,0.06,3.0,-2980.2943420562815,1721.5124618465622,1930.2301816147472,352.66666666666674,7.166666666666668,0.9800833719314497
69,Anchorage municipality,2000,0.09,0.0,-3587.5559387573494,1765.2747057807549,1979.2981993776607,354.5,9.833333333333336,0.9730100640439159
70,Anchorage municipality,2000,0.09,1.5,-3406.0444792056956,1745.264385382327,1956.8618097302704,354.83333333333337,8.333333333333334,0.9770536943552088
71,Anchorage municipality,2000,0.09,3.0,-3187.8039982433484,1721.5124618465622,1930.2301816147472,352.66666666666674,7.166666666666668,0.9800833719314497
72,Anchorage municipality,4000,0.03,0.0,-1089.6370384009692,1765.2747057807549,1979.2981993776607,354.5,9.833333333333336,0.9730100640439159
73,Anchorage municipality,4000,0.03,1.5,-965.054587859721,1745.264385382327,1956.8618097302704,354.83333333333337,8.333333333333334,0.9770536943552088
74,Anchorage municipality,4000,0.03,3.0,-815.2627565739807,1721.5124618465622,1930.2301816147472,352.66666666666674,7.166666666666668,0.9800833719314497
75,Anchorage municipality,4000,0.06,0.0,-1310.2095183744616,1765.2747057807549,1979.2981993776607,354.5,9.833333333333336,0.9730100640439159
76,Anchorage municipality,4000,0.06,1.5,-1160.4081562978772,1745.264385382327,1956.8618097302704,354.83333333333337,8.333333333333334,0.9770536943552088
77,Anchorage municipality,4000,0.06,3.0,-980.2943420562798,1721.5124618465622,1930.2301816147472,352.66666666666674,7.166666666666668,0.9800833719314497
78,Anchorage municipality,4000,0.09,0.0,-1587.5559387573496,1765.2747057807549,1979.2981993776607,354.5,9.833333333333336,0.9730100640439159
79,Anchorage municipality,4000,0.09,1.5,-1406.0444792056937,1745.264385382327,1956.8618097302704,354.83333333333337,8.333333333333334,0.9770536943552088
80,Anchorage municipality,4000,0.09,3.0,-1187.8039982433475,1721.5124618465622,1930.2301816147472,352.66666666666674,7.166666666666668,0.9800833719314497
81,Bethel Census Area,0,0.03,0.0,-2297.6648474746503,1085.3898856049825,1216.9835318919957,327.52174548203493,34.92301773370848,0.9036459585624618
82,Bethel Census Area,0,0.03,1.5,-2621.01141634999,1058.1849847413682,1186.4802843706511,333.31751546040795,28.253966630993688,0.9218578675852224
83,Bethel Census Area,0,0.03,3.0,-2506.4506401624385,1055.634193829647,1183.6202332737735,333.98545788055446,25.919545064571576,0.9279822596172038
84,Bethel Census Area,0,0.06,0.0,-1677.095679152168,1085.3898856049825,1216.9835318919957,327.52174548203493,34.92301773370848,0.9036459585624618
85,Bethel Census Area,0,0.06,1.5,-2065.896479183615,1058.1849847413682,1186.4802843706511,333.31751546040795,28.253966630993688,0.9218578675852224
86,Bethel Census Area,0,0.06,3.0,-1928.1454537471413,1055.634193829647,1183.6202332737735,333.98545788055446,25.919545064571576,0.9279822596172038
87,Bethel Census Area,0,0.09,0.0,-896.7959905649564,1085.3898856049825,1216.9835318919957,327.52174548203493,34.92301773370848,0.9036459585624618
88,Bethel Census Area,0,0.09,1.5,-1367.8985206773348,1058.1849847413682,1186.4802843706511,333.31751546040795,28.253966630993688,0.9218578675852224
89,Bethel Census Area,0,0.09,3.0,-1200.9882247019953,1055.634193829647,1183.6202332737735,333.98545788055446,25.919545064571576,0.9279822596172038
90,Bethel Census Area,2000,0.03,0.0,-309.0323522893001,1085.3898856049825,1216.9835318919957,327.52174548203493,34.92301773370848,0.9036459585624618
91,Bethel Census Area,2000,0.03,1.5,-632.3789211646385,1058.1849847413682,1186.4802843706511,333.31751546040795,28.253966630993688,0.9218578675852224
92,Bethel Census Area,2000,0.03,3.0,-517.8181449770887,1055.634193829647,1183.6202332737735,333.98545788055446,25.919545064571576,0.9279822596172038
93,Bethel Census Area,2000,0.06,0.0,311.5368160331823,1085.3898856049825,1216.9835318919957,327.52174548203493,34.92301773370848,0.9036459585624618
94,Bethel Census Area,2000,0.06,1.5,-77.26398399826383,1058.1849847413682,1186.4802843706511,333.31751546040795,28.253966630993688,0.9218578675852224
95,Bethel Census Area,2000,0.06,3.0,60.487041438209076,1055.634193829647,1183.6202332737735,333.98545788055446,25.919545064571576,0.9279822596172038
96,Bethel Census Area,2000,0.09,0.0,1091.836504620395,1085.3898856049825,1216.9835318919957,327.52174548203493,34.92301773370848,0.9036459585624618
97,Bethel Census Area,2000,0.09,1.5,620.7339745080164,1058.1849847413682,1186.4802843706511,333.31751546040795,28.253966630993688,0.9218578675852224
98,Bethel Census Area,2000,0.09,3.0,787.6442704833553,1055.634193829647,1183.6202332737735,333.98545788055446,25.919545064571576,0.9279822596172038
99,Bethel Census Area,4000,0.03,0.0,1679.6001428960503,1085.3898856049825,1216.9835318919957,327.52174548203493,34.92301773370848,0.9036459585624618
100,Bethel Census Area,4000,0.03,1.5,1356.2535740207113,1058.1849847413682,1186.4802843706511,333.31751546040795,28.253966630993688,0.9218578675852224
101,Bethel Census Area,4000,0.03,3.0,1470.814350208262,1055.634193829647,1183.6202332737735,333.98545788055446,25.919545064571576,0.9279822596172038
102,Bethel Census Area,4000,0.06,0.0,2300.1693112185326,1085.3898856049825,1216.9835318919957,327.52174548203493,34.92301773370848,0.9036459585624618
103,Bethel Census Area,4000,0.06,1.5,1911.3685111870868,1058.1849847413682,1186.4802843706511,333.31751546040795,28.253966630993688,0.9218578675852224
104,Bethel Census Area,4000,0.06,3.0,2049.1195366235597,1055.634193829647,1183.6202332737735,333.98545788055446,25.919545064571576,0.9279822596172038
105,Bethel Census Area,4000,0.09,0.0,3080.4689998057456,1085.3898856049825,1216.9835318919957,327.52174548203493,34.92301773370848,0.9036459585624618
106,Bethel Census Area,4000,0.09,1.5,2609.366469693367,1058.1849847413682,1186.4802843706511,333.31751546040795,28.253966630993688,0.9218578675852224
107,Bethel Census Area,4000,0.09,3.0,2776.2767656687056,1055.634193829647,1183.6202332737735,333.98545788055446,25.919545064571576,0.9279822596172038
108,Bristol Bay Borough,0,0.03,0.0,-9005.019275641225,1381.6824271599064,1549.1988477678972,288.4696478301028,19.40000555582563,0.9369863013698629
109,Bristol Bay Borough,0,0.03,1.5,-8695.519511281373,1347.2334283115476,1510.573221304415,287.6261693276756,16.869570048544027,0.9445983379501386
110,Bristol Bay Borough,0,0.03,3.0,-8354.379864574828,1304.5291363674141,1462.6914225827047,290.15660483495725,13.49565603883522,0.9555555555555556
111,Bristol Bay Borough,0,0.06,0.0,-9963.982644492331,1381.6824271599064,1549.1988477678972,288.4696478301028,19.40000555582563,0.9369863013698629
112,Bristol Bay Borough,0,0.06,1.5,-9591.83162272272,1347.2334283115476,1510.573221304415,287.6261693276756,16.869570048544027,0.9445983379501386
113,Bristol Bay Borough,0,0.06,3.0,-9181.635936950392,1304.5291363674141,1462.6914225827047,290.15660483495725,13.49565603883522,0.9555555555555556
114,Bristol Bay Borough,0,0.09,0.0,-11169.77702854754,1381.6824271599064,1549.1988477678972,288.4696478301028,19.40000555582563,0.9369863013698629
115,Bristol Bay Borough,0,0.09,1.5,-10718.84871789234,1347.2334283115476,1510.573221304415,287.6261693276756,16.869570048544027,0.9445983379501386
116,Bristol Bay Borough,0,0.09,3.0,-10221.82241189478,1304.5291363674141,1462.6914225827047,290.15660483495725,13.49565603883522,0.9555555555555556
117,Bristol Bay Borough,2000,0.03,0.0,-7318.062270786825,1381.6824271599064,1549.1988477678972,288.4696478301028,19.40000555582563,0.9369863013698629
118,Bristol Bay Borough,2000,0.03,1.5,-7008.562506426969,1347.2334283115476,1510.573221304415,287.6261693276756,16.869570048544027,0.9445983379501386
119,Bristol Bay Borough,2000,0.03,3.0,-6667.422859720426,1304.5291363674141,1462.6914225827047,290.15660483495725,13.49565603883522,0.9555555555555556
120,Bristol Bay Borough,2000,0.06,0.0,-8277.025639637928,1381.6824271599064,1549.1988477678972,288.4696478301028,19.40000555582563,0.9369863013698629
121,Bristol Bay Borough,2000,0.06,1.5,-7904.874617868319,1347.2334283115476,1510.573221304415,287.6261693276756,16.869570048544027,0.9445983379501386
122,Bristol Bay Borough,2000,0.06,3.0,-7494.678932095987,1304.5291363674141,1462.6914225827047,290.15660483495725,13.49565603883522,0.9555555555555556
123,Bristol Bay Borough,2000,0.09,0.0,-9482.820023693137,1381.6824271599064,1549.1988477678972,288.4696478301028,19.40000555582563,0.9369863013698629
124,Bristol Bay Borough,2000,0.09,1.5,-9031.891713037936,1347.2334283115476,1510.573221304415,287.6261693276756,16.869570048544027,0.9445983379501386
125,Bristol Bay Borough,2000,0.09,3.0,-8534.865407040375,1304.5291363674141,1462.6914225827047,290.15660483495725,13.49565603883522,0.9555555555555556
126,Bristol Bay Borough,4000,0.03,0.0,-5631.105265932422,1381.6824271599064,1549.1988477678972,288.4696478301028,19.40000555582563,0.9369863013698629
127,Bristol Bay Borough,4000,0.03,1.5,-5321.605501572567,1347.2334283115476,1510.573221304415,287.6261693276756,16.869570048544027,0.9445983379501386
128,Bristol Bay Borough,4000,0.03,3.0,-4980.465854866024,1304.5291363674141,1462.6914225827047,290.15660483495725,13.49565603883522,0.9555555555555556
129,Bristol Bay Borough,4000,0.06,0.0,-6590.068634783525,1381.6824271599064,1549.1988477678972,288.4696478301028,19.40000555582563,0.9369863013698629
130,Bristol Bay Borough,4000,0.06,1.5,-6217.917613013915,1347.2334283115476,1510.573221304415,287.6261693276756,16.869570048544027,0.9445983379501386
131,Bristol Bay Borough,4000,0.06,3.0,-5807.721927241585,1304.5291363674141,1462.6914225827047,290.15660483495725,13.49565603883522,0.9555555555555556
132,Bristol Bay Borough,4000,0.09,0.0,-7795.863018838736,1381.6824271599064,1549.1988477678972,288.4696478301028,19.40000555582563,0.9369863013698629
133,Bristol Bay Borough,4000,0.09,1.5,-7344.934708183533,1347.2334283115476,1510.573221304415,287.6261693276756,16.869570048544027,0.9445983379501386
134,Bristol Bay Borough,4000,0.09,3.0,-6847.908402185973,1304.5291363674141,1462.6914225827047,290.15660483495725,13.49565603883522,0.9555555555555556
135,Denali Borough,0,0.03,0.0,5995.896057480874,2320.905264298535,2602.2939067268126,321.6657196969697,40.51041666666667,0.8881471952475827
136,Denali Borough,0,0.03,1.5,5787.444323097585,2257.3073910903213,2530.985370150013,319.35227272727275,35.09848484848485,0.9009778252738444
137,Denali Borough,0,0.03,3.0,5471.193139969612,2190.5569248309766,2456.142017304085,325.9791666666667,23.059659090909093,0.9339338280179607
138,Denali Borough,0,0.06,0.0,8180.025939946222,2320.905264298535,2602.2939067268126,321.6657196969697,40.51041666666667,0.8881471952475827
139,Denali Borough,0,0.06,1.5,7929.377846236555,2257.3073910903213,2530.985370150013,319.35227272727275,35.09848484848485,0.9009778252738444
140,Denali Borough,0,0.06,3.0,7549.108733010085,2190.5569248309766,2456.142017304085,325.9791666666667,23.059659090909093,0.9339338280179607
141,Denali Borough,0,0.09,0.0,10926.33683342603,2320.905264298535,2602.2939067268126,321.6657196969697,40.51041666666667,0.8881471952475827
142,Denali Borough,0,0.09,1.5,10622.63130837331,2257.3073910903213,2530.985370150013,319.35227272727275,35.09848484848485,0.9009778252738444
143,Denali Borough,0,0.09,3.0,10161.866460795598,2190.5569248309766,2456.142017304085,325.9791666666667,23.059659090909093,0.9339338280179607
144,Denali Borough,2000,0.03,0.0,7995.896057480874,2320.905264298535,2602.2939067268126,321.6657196969697,40.51041666666667,0.8881471952475827
145,Denali Borough,2000,0.03,1.5,7787.444323097584,2257.3073910903213,2530.985370150013,319.35227272727275,35.09848484848485,0.9009778252738444
146,Denali Borough,2000,0.03,3.0,7471.193139969611,2190.5569248309766,2456.142017304085,325.9791666666667,23.059659090909093,0.9339338280179607
147,Denali Borough,2000,0.06,0.0,10180.025939946223,2320.905264298535,2602.2939067268126,321.6657196969697,40.51041666666667,0.8881471952475827
148,Denali Borough,2000,0.06,1.5,9929.377846236555,2257.3073910903213,2530.985370150013,319.35227272727275,35.09848484848485,0.9009778252738444
149,Denali Borough,2000,0.06,3.0,9549.108733010085,2190.5569248309766,2456.142017304085,325.9791666666667,23.059659090909093,0.9339338280179607
150,Denali Borough,2000,0.09,0.0,12926.336833426032,2320.905264298535,2602.2939067268126,321.6657196969697,40.51041666666667,0.8881471952475827
151,Denali Borough,2000,0.09,1.5,12622.63130837331,2257.3073910903213,2530.985370150013,319.35227272727275,35.09848484848485,0.9009778252738444
152,Denali Borough,2000,0.09,3.0,12161.866460795596,2190.5569248309766,2456.142017304085,325.9791666666667,23.059659090909093,0.9339338280179607
153,Denali Borough,4000,0.03,0.0,9995.896057480873,2320.905264298535,2602.2939067268126,321.6657196969697,40.51041666666667,0.8881471952475827
154,Denali Borough,4000,0.03,1.5,9787.444323097585,2257.3073910903213,2530.985370150013,319.35227272727275,35.09848484848485,0.9009778252738444
155,Denali Borough,4000,0.03,3.0,9471.193139969613,2190.5569248309766,2456.142017304085,325.9791666666667,23.059659090909093,0.9339338280179607
156,Denali Borough,4000,0.06,0.0,12180.025939946221,2320.905264298535,2602.2939067268126,321.6657196969697,40.51041666666667,0.8881471952475827
157,Denali Borough,4000,0.06,1.5,11929.377846236555,2257.3073910903213,2530.985370150013,319.35227272727275,35.09848484848485,0.9009778252738444
158,Denali Borough,4000,0.06,3.0,11549.108733010084,2190.5569248309766,2456.142017304085,325.9791666666667,23.059659090909093,0.9339338280179607
159,Denali Borough,4000,0.09,0.0,14926.336833426032,2320.905264298535,2602.2939067268126,321.6657196969697,40.51041666666667,0.8881471952475827
160,Denali Borough,4000,0.09,1.5,14622.63130837331,2257.3073910903213,2530.985370150013,319.35227272727275,35.09848484848485,0.9009778252738444
161,Denali Borough,4000,0.09,3.0,14161.866460795598,2190.5569248309766,2456.142017304085,325.9791666666667,23.059659090909093,0.9339338280179607
162,Dillingham Census Area,0,0.03,0.0,-4646.554207127247,1645.3138835977777,1844.7932191810435,349.6579420434606,10.387392704418145,0.971149764482598
163,Dillingham Census Area,0,0.03,1.5,-4435.386593741242,1619.6233475485728,1815.987939426724,348.66523619165497,8.555425729594026,0.9760500255400116
164,Dillingham Census Area,0,0.03,3.0,-4190.119976249055,1586.2600118568657,1778.5796028978086,350.4972031664791,6.570014025982715,0.98160006377051
165,Dillingham Census Area,0,0.06,0.0,-4522.000507650222,1645.3138835977777,1844.7932191810435,349.6579420434606,10.387392704418145,0.971149764482598
166,Dillingham Census Area,0,0.06,1.5,-4268.086766394901,1619.6233475485728,1815.987939426724,348.66523619165497,8.555425729594026,0.9760500255400116
167,Dillingham Census Area,0,0.06,3.0,-3973.1714455561832,1586.2600118568657,1778.5796028978086,350.4972031664791,6.570014025982715,0.98160006377051
168,Dillingham Census Area,0,0.09,0.0,-4365.387485483772,1645.3138835977777,1844.7932191810435,349.6579420434606,10.387392704418145,0.971149764482598
169,Dillingham Census Area,0,0.09,1.5,-4057.725037448667,1619.6233475485728,1815.987939426724,348.66523619165497,8.555425729594026,0.9760500255400116
170,Dillingham Census Area,0,0.09,3.0,-3700.381755735286,1586.2600118568657,1778.5796028978086,350.4972031664791,6.570014025982715,0.98160006377051
171,Dillingham Census Area,2000,0.03,0.0,-2661.1425035159336,1645.3138835977777,1844.7932191810435,349.6579420434606,10.387392704418145,0.971149764482598
172,Dillingham Census Area,2000,0.03,1.5,-2449.9748901299304,1619.6233475485728,1815.987939426724,348.66523619165497,8.555425729594026,0.9760500255400116
173,Dillingham Census Area,2000,0.03,3.0,-2204.708272637741,1586.2600118568657,1778.5796028978086,350.4972031664791,6.570014025982715,0.98160006377051
174,Dillingham Census Area,2000,0.06,0.0,-2536.588804038911,1645.3138835977777,1844.7932191810435,349.6579420434606,10.387392704418145,0.971149764482598
175,Dillingham Census Area,2000,0.06,1.5,-2282.675062783591,1619.6233475485728,1815.987939426724,348.66523619165497,8.555425729594026,0.9760500255400116
176,Dillingham Census Area,2000,0.06,3.0,-1987.7597419448705,1586.2600118568657,1778.5796028978086,350.4972031664791,6.570014025982715,0.98160006377051
177,Dillingham Census Area,2000,0.09,0.0,-2379.97578187246,1645.3138835977777,1844.7932191810435,349.6579420434606,10.387392704418145,0.971149764482598
178,Dillingham Census Area,2000,0.09,1.5,-2072.3133338373536,1619.6233475485728,1815.987939426724,348.66523619165497,8.555425729594026,0.9760500255400116
179,Dillingham Census Area,2000,0.09,3.0,-1714.9700521239747,1586.2600118568657,1778.5796028978086,350.4972031664791,6.570014025982715,0.98160006377051
180,Dillingham Census Area,4000,0.03,0.0,-675.7307999046203,1645.3138835977777,1844.7932191810435,349.6579420434606,10.387392704418145,0.971149764482598
181,Dillingham Census Area,4000,0.03,1.5,-464.5631865186173,1619.6233475485728,1815.987939426724,348.66523619165497,8.555425729594026,0.9760500255400116
182,Dillingham Census Area,4000,0.03,3.0,-219.29656902642927,1586.2600118568657,1778.5796028978086,350.4972031664791,6.570014025982715,0.98160006377051
183,Dillingham Census Area,4000,0.06,0.0,-551.1771004275984,1645.3138835977777,1844.7932191810435,349.6579420434606,10.387392704418145,0.971149764482598
184,Dillingham Census Area,4000,0.06,1.5,-297.2633591722771,1619.6233475485728,1815.987939426724,348.66523619165497,8.555425729594026,0.9760500255400116
185,Dillingham Census Area,4000,0.06,3.0,-2.3480383335576107,1586.2600118568657,1778.5796028978086,350.4972031664791,6.570014025982715,0.98160006377051
186,Dillingham Census Area,4000,0.09,0.0,-394.5640782611476,1645.3138835977777,1844.7932191810435,349.6579420434606,10.387392704418145,0.971149764482598
187,Dillingham Census Area,4000,0.09,1.5,-86.90163022604281,1619.6233475485728,1815.987939426724,348.66523619165497,8.555425729594026,0.9760500255400116
188,Dillingham Census Area,4000,0.09,3.0,270.44165148733833,1586.2600118568657,1778.5796028978086,350.4972031664791,6.570014025982715,0.98160006377051
189,Fairbanks North Star Borough,0,0.03,0.0,3993.378259600131,2009.3402529337993,2252.954473060281,262.4875769584354,83.49387814359658,0.758675278942411
190,Fairbanks North Star Borough,0,0.03,1.5,4102.678167676035,1983.290946307764,2223.7469250615995,259.16956478494495,76.84326918650811,0.7713085292657704
191,Fairbanks North Star Borough,0,0.03,3.0,3864.7960449987177,1943.354183702035,2178.968193425307,252.69594276532504,70.82669912066704,0.7810765308178151
192,Fairbanks North Star Borough,0,0.06,0.0,5705.414165828307,2009.3402529337993,2252.954473060281,262.4875769584354,83.49387814359658,0.758675278942411
193,Fairbanks North Star Borough,0,0.06,1.5,5836.839378877832,1983.290946307764,2223.7469250615995,259.16956478494495,76.84326918650811,0.7713085292657704
194,Fairbanks North Star Borough,0,0.06,3.0,5550.80337753162,1943.354183702035,2178.968193425307,252.69594276532504,70.82669912066704,0.7810765308178151
195,Fairbanks North Star Borough,0,0.09,0.0,7858.117124132162,2009.3402529337993,2252.954473060281,262.4875769584354,83.49387814359658,0.758675278942411
196,Fairbanks North Star Borough,0,0.09,1.5,8017.362553625061,1983.290946307764,2223.7469250615995,259.16956478494495,76.84326918650811,0.7713085292657704
197,Fairbanks North Star Borough,0,0.09,3.0,7670.778174358018,1943.354183702035,2178.968193425307,252.69594276532504,70.82669912066704,0.7810765308178151
198,Fairbanks North Star Borough,2000,0.03,0.0,5969.4037919690645,2009.3402529337993,2252.954473060281,262.4875769584354,83.49387814359658,0.758675278942411
199,Fairbanks North Star Borough,2000,0.03,1.5,6078.703700044969,1983.290946307764,2223.7469250615995,259.16956478494495,76.84326918650811,0.7713085292657704
200,Fairbanks North Star Borough,2000,0.03,3.0,5840.821577367652,1943.354183702035,2178.968193425307,252.69594276532504,70.82669912066704,0.7810765308178151
201,Fairbanks North Star Borough,2000,0.06,0.0,7681.4396981972395,2009.3402529337993,2252.954473060281,262.4875769584354,83.49387814359658,0.758675278942411
202,Fairbanks North Star Borough,2000,0.06,1.5,7812.864911246766,1983.290946307764,2223.7469250615995,259.16956478494495,76.84326918650811,0.7713085292657704
203,Fairbanks North Star Borough,2000,0.06,3.0,7526.828909900554,1943.354183702035,2178.968193425307,252.69594276532504,70.82669912066704,0.7810765308178151
204,Fairbanks North Star Borough,2000,0.09,0.0,9834.142656501095,2009.3402529337993,2252.954473060281,262.4875769584354,83.49387814359658,0.758675278942411
205,Fairbanks North Star Borough,2000,0.09,1.5,9993.388085993995,1983.290946307764,2223.7469250615995,259.16956478494495,76.84326918650811,0.7713085292657704
206,Fairbanks North Star Borough,2000,0.09,3.0,9646.80370672695,1943.354183702035,2178.968193425307,252.69594276532504,70.82669912066704,0.7810765308178151
207,Fairbanks North Star Borough,4000,0.03,0.0,7945.429324338001,2009.3402529337993,2252.954473060281,262.4875769584354,83.49387814359658,0.758675278942411
208,Fairbanks North Star Borough,4000,0.03,1.5,8054.729232413903,1983.290946307764,2223.7469250615995,259.16956478494495,76.84326918650811,0.7713085292657704
209,Fairbanks North Star Borough,4000,0.03,3.0,7816.847109736586,1943.354183702035,2178.968193425307,252.69594276532504,70.82669912066704,0.7810765308178151
210,Fairbanks North Star Borough,4000,0.06,0.0,9657.465230566175,2009.3402529337993,2252.954473060281,262.4875769584354,83.49387814359658,0.758675278942411
211,Fairbanks North Star Borough,4000,0.06,1.5,9788.8904436157,1983.290946307764,2223.7469250615995,259.16956478494495,76.84326918650811,0.7713085292657704
212,Fairbanks North Star Borough,4000,0.06,3.0,9502.854442269487,1943.354183702035,2178.968193425307,252.69594276532504,70.82669912066704,0.7810765308178151
213,Fairbanks North Star Borough,4000,0.09,0.0,11810.168188870028,2009.3402529337993,2252.954473060281,262.4875769584354,83.49387814359658,0.758675278942411
214,Fairbanks North Star Borough,4000,0.09,1.5,11969.413618362929,1983.290946307764,2223.7469250615995,259.16956478494495,76.84326918650811,0.7713085292657704
215,Fairbanks North Star Borough,4000,0.09,3.0,11622.829239095885,1943.354183702035,2178.968193425307,252.69594276532504,70.82669912066704,0.7810765308178151
216,Haines Borough,0,0.03,0.0,8458.801205116177,2146.1742392857714,2406.3783350310105,352.50409165302784,4.950900163666121,0.9861495844875346
217,Haines Borough,0,0.03,1.5,7733.7038848767,2050.0770354904457,2298.6302197861414,349.5335515548282,4.950900163666121,0.9860335195530726
218,Haines Borough,0,0.03,3.0,6958.777529884384,1946.882437052423,2182.9242153863665,348.54337152209496,3.960720130932897,0.9887640449438203
219,Haines Borough,0,0.06,0.0,11072.819000657893,2146.1742392857714,2406.3783350310105,352.50409165302784,4.950900163666121,0.9861495844875346
220,Haines Borough,0,0.06,1.5,10200.942057010921,2050.0770354904457,2298.6302197861414,349.5335515548282,4.950900163666121,0.9860335195530726
221,Haines Borough,0,0.06,3.0,9269.149312667243,1946.882437052423,2182.9242153863665,348.54337152209496,3.960720130932897,0.9887640449438203
222,Haines Borough,0,0.09,0.0,14359.668196431488,2146.1742392857714,2406.3783350310105,352.50409165302784,4.950900163666121,0.9861495844875346
223,Haines Borough,0,0.09,1.5,13303.231496544253,2050.0770354904457,2298.6302197861414,349.5335515548282,4.950900163666121,0.9860335195530726
224,Haines Borough,0,0.09,3.0,12174.195961213145,1946.882437052423,2182.9242153863665,348.54337152209496,3.960720130932897,0.9887640449438203
225,Haines Borough,2000,0.03,0.0,10439.161270582625,2146.1742392857714,2406.3783350310105,352.50409165302784,4.950900163666121,0.9861495844875346
226,Haines Borough,2000,0.03,1.5,9714.063950343148,2050.0770354904457,2298.6302197861414,349.5335515548282,4.950900163666121,0.9860335195530726
227,Haines Borough,2000,0.03,3.0,8939.137595350834,1946.882437052423,2182.9242153863665,348.54337152209496,3.960720130932897,0.9887640449438203
228,Haines Borough,2000,0.06,0.0,13053.179066124343,2146.1742392857714,2406.3783350310105,352.50409165302784,4.950900163666121,0.9861495844875346
229,Haines Borough,2000,0.06,1.5,12181.302122477371,2050.0770354904457,2298.6302197861414,349.5335515548282,4.950900163666121,0.9860335195530726
230,Haines Borough,2000,0.06,3.0,11249.509378133691,1946.882437052423,2182.9242153863665,348.54337152209496,3.960720130932897,0.9887640449438203
231,Haines Borough,2000,0.09,0.0,16340.028261897936,2146.1742392857714,2406.3783350310105,352.50409165302784,4.950900163666121,0.9861495844875346
232,Haines Borough,2000,0.09,1.5,15283.591562010703,2050.0770354904457,2298.6302197861414,349.5335515548282,4.950900163666121,0.9860335195530726
233,Haines Borough,2000,0.09,3.0,14154.556026679595,1946.882437052423,2182.9242153863665,348.54337152209496,3.960720130932897,0.9887640449438203
234,Haines Borough,4000,0.03,0.0,12419.521336049074,2146.1742392857714,2406.3783350310105,352.50409165302784,4.950900163666121,0.9861495844875346
235,Haines Borough,4000,0.03,1.5,11694.424015809598,2050.0770354904457,2298.6302197861414,349.5335515548282,4.950900163666121,0.9860335195530726
236,Haines Borough,4000,0.03,3.0,10919.49766081728,1946.882437052423,2182.9242153863665,348.54337152209496,3.960720130932897,0.9887640449438203
