,census_area,Rebate_dol,Fuel_Esc_Rate,Temp_Projection,NPV_weighted2,CO2_lbs_saved_weighted2,CO2_driving_miles_saved_weighted2,Heating_Days_Above5_weighted2,Heating_Days_Below5_weighted2,Heating_Days_Covered
439,Nome Census Area,0,0.09,1.5,1256.8198953337724,1319.11260106401,1479.0429996602757,322.1327701636521,39.52325753622869,0.890715888830624
440,Nome Census Area,0,0.09,3.0,1226.2994890643154,1313.2656867054811,1472.487200144283,327.6352518889249,34.02077581095578,0.9059305715783954
441,Nome Census Area,2000,0.03,0.0,1011.3803332338209,1320.6596013802537,1480.7775596867405,319.42825821828103,42.84070722754934,0.8817433693917807
442,Nome Census Area,2000,0.03,1.5,1117.6616279284708,1319.11260106401,1479.0429996602757,322.1327701636521,39.52325753622869,0.890715888830624
443,Nome Census Area,2000,0.03,3.0,1096.713600658154,1313.2656867054811,1472.487200144283,327.6352518889249,34.02077581095578,0.9059305715783954
444,Nome Census Area,2000,0.06,0.0,1933.5631176748416,1320.6596013802537,1480.7775596867405,319.42825821828103,42.84070722754934,0.8817433693917807
445,Nome Census Area,2000,0.06,1.5,2061.3586670427685,1319.11260106401,1479.0429996602757,322.1327701636521,39.52325753622869,0.890715888830624
446,Nome Census Area,2000,0.06,3.0,2036.1701833977786,1313.2656867054811,1472.487200144283,327.6352518889249,34.02077581095578,0.9059305715783954
447,Nome Census Area,2000,0.09,0.0,3093.109831000896,1320.6596013802537,1480.7775596867405,319.42825821828103,42.84070722754934,0.8817433693917807
448,Nome Census Area,2000,0.09,1.5,3247.957266087096,1319.11260106401,1479.0429996602757,322.1327701636521,39.52325753622869,0.890715888830624
449,Nome Census Area,2000,0.09,3.0,3217.4368598176393,1313.2656867054811,1472.487200144283,327.6352518889249,34.02077581095578,0.9059305715783954
450,Nome Census Area,4000,0.03,0.0,3002.5177039871446,1320.6596013802537,1480.7775596867405,319.42825821828103,42.84070722754934,0.8817433693917807
451,Nome Census Area,4000,0.03,1.5,3108.7989986817943,1319.11260106401,1479.0429996602757,322.1327701636521,39.52325753622869,0.890715888830624
452,Nome Census Area,4000,0.03,3.0,3087.8509714114775,1313.2656867054811,1472.487200144283,327.6352518889249,34.02077581095578,0.9059305715783954
453,Nome Census Area,4000,0.06,0.0,3924.7004884281646,1320.6596013802537,1480.7775596867405,319.42825821828103,42.84070722754934,0.8817433693917807
454,Nome Census Area,4000,0.06,1.5,4052.496037796091,1319.11260106401,1479.0429996602757,322.1327701636521,39.52325753622869,0.890715888830624
455,Nome Census Area,4000,0.06,3.0,4027.3075541511016,1313.2656867054811,1472.487200144283,327.6352518889249,34.02077581095578,0.9059305715783954
456,Nome Census Area,4000,0.09,0.0,5084.247201754219,1320.6596013802537,1480.7775596867405,319.42825821828103,42.84070722754934,0.8817433693917807
457,Nome Census Area,4000,0.09,1.5,5239.094636840418,1319.11260106401,1479.0429996602757,322.1327701636521,39.52325753622869,0.890715888830624
458,Nome Census Area,4000,0.09,3.0,5208.574230570964,1313.2656867054811,1472.487200144283,327.6352518889249,34.02077581095578,0.9059305715783954
459,North Slope Borough,0,0.03,0.0,-4358.587790752554,-26.722746435464273,-29.962636256517783,120.83643568121262,83.39907921559539,0.5916524153121283
460,North Slope Borough,0,0.03,1.5,-4331.126596797839,-7.8048216961287835,-8.751085300788361,123.20351660961893,81.03199828718908,0.6032423727668946
461,North Slope Borough,0,0.03,3.0,-4275.788156439594,19.35757868555993,21.704508941963354,127.97302789619839,76.24921398911584,0.6266360936732084
462,North Slope Borough,0,0.06,0.0,-4582.272412092935,-26.722746435464273,-29.962636256517783,120.83643568121262,83.39907921559539,0.5916524153121283
463,North Slope Borough,0,0.06,1.5,-4549.252317843759,-7.8048216961287835,-8.751085300788361,123.20351660961893,81.03199828718908,0.6032423727668946
464,North Slope Borough,0,0.06,3.0,-4482.7118564477605,19.35757868555993,21.704508941963354,127.97302789619839,76.24921398911584,0.6266360936732084
465,North Slope Borough,0,0.09,0.0,-4863.532019052569,-26.722746435464273,-29.962636256517783,120.83643568121262,83.39907921559539,0.5916524153121283
466,North Slope Borough,0,0.09,1.5,-4823.52219925776,-7.8048216961287835,-8.751085300788361,123.20351660961893,81.03199828718908,0.6032423727668946
467,North Slope Borough,0,0.09,3.0,-4742.8963885187795,19.35757868555993,21.704508941963354,127.97302789619839,76.24921398911584,0.6266360936732084
468,North Slope Borough,2000,0.03,0.0,-3239.48907898922,-26.722746435464273,-29.962636256517783,120.83643568121262,83.39907921559539,0.5916524153121283
469,North Slope Borough,2000,0.03,1.5,-3212.0278850345076,-7.8048216961287835,-8.751085300788361,123.20351660961893,81.03199828718908,0.6032423727668946
470,North Slope Borough,2000,0.03,3.0,-3156.6894446762626,19.35757868555993,21.704508941963354,127.97302789619839,76.24921398911584,0.6266360936732084
471,North Slope Borough,2000,0.06,0.0,-3463.173700329602,-26.722746435464273,-29.962636256517783,120.83643568121262,83.39907921559539,0.5916524153121283
472,North Slope Borough,2000,0.06,1.5,-3430.1536060804265,-7.8048216961287835,-8.751085300788361,123.20351660961893,81.03199828718908,0.6032423727668946
473,North Slope Borough,2000,0.06,3.0,-3363.6131446844283,19.35757868555993,21.704508941963354,127.97302789619839,76.24921398911584,0.6266360936732084
474,North Slope Borough,2000,0.09,0.0,-3744.433307289237,-26.722746435464273,-29.962636256517783,120.83643568121262,83.39907921559539,0.5916524153121283
475,North Slope Borough,2000,0.09,1.5,-3704.4234874944286,-7.8048216961287835,-8.751085300788361,123.20351660961893,81.03199828718908,0.6032423727668946
476,North Slope Borough,2000,0.09,3.0,-3623.797676755448,19.35757868555993,21.704508941963354,127.97302789619839,76.24921398911584,0.6266360936732084
477,North Slope Borough,4000,0.03,0.0,-2120.390367225889,-26.722746435464273,-29.962636256517783,120.83643568121262,83.39907921559539,0.5916524153121283
478,North Slope Borough,4000,0.03,1.5,-2092.929173271176,-7.8048216961287835,-8.751085300788361,123.20351660961893,81.03199828718908,0.6032423727668946
479,North Slope Borough,4000,0.03,3.0,-2037.590732912931,19.35757868555993,21.704508941963354,127.97302789619839,76.24921398911584,0.6266360936732084
480,North Slope Borough,4000,0.06,0.0,-2344.074988566271,-26.722746435464273,-29.962636256517783,120.83643568121262,83.39907921559539,0.5916524153121283
481,North Slope Borough,4000,0.06,1.5,-2311.0548943170947,-7.8048216961287835,-8.751085300788361,123.20351660961893,81.03199828718908,0.6032423727668946
482,North Slope Borough,4000,0.06,3.0,-2244.5144329210966,19.35757868555993,21.704508941963354,127.97302789619839,76.24921398911584,0.6266360936732084
483,North Slope Borough,4000,0.09,0.0,-2625.334595525905,-26.722746435464273,-29.962636256517783,120.83643568121262,83.39907921559539,0.5916524153121283
484,North Slope Borough,4000,0.09,1.5,-2585.324775731096,-7.8048216961287835,-8.751085300788361,123.20351660961893,81.03199828718908,0.6032423727668946
485,North Slope Borough,4000,0.09,3.0,-2504.6989649921147,19.35757868555993,21.704508941963354,127.97302789619839,76.24921398911584,0.6266360936732084
486,Northwest Arctic Borough,0,0.03,0.0,-302.5903350352511,770.1304399594636,863.5017474084913,269.30272016769754,80.72419994306567,0.7693771669975522
487,Northwest Arctic Borough,0,0.03,1.5,-245.61317469534106,766.1567231797044,859.0462536310876,275.58264822338964,74.04381822416603,0.7882202140572997
488,Northwest Arctic Borough,0,0.03,3.0,-388.0038198711812,769.9603039306043,863.3109839344168,277.6759434279651,70.63301001526877,0.7972116153862226
489,Northwest Arctic Borough,0,0.06,0.0,760.6394432489303,770.1304399594636,863.5017474084913,269.30272016769754,80.72419994306567,0.7693771669975522
490,Northwest Arctic Borough,0,0.06,1.5,829.1503465831724,766.1567231797044,859.0462536310876,275.58264822338964,74.04381822416603,0.7882202140572997
491,Northwest Arctic Borough,0,0.06,3.0,657.9359219059019,769.9603039306043,863.3109839344168,277.6759434279651,70.63301001526877,0.7972116153862226
492,Northwest Arctic Borough,0,0.09,0.0,2097.5377412009047,770.1304399594636,863.5017474084913,269.30272016769754,80.72419994306567,0.7693771669975522
493,Northwest Arctic Borough,0,0.09,1.5,2180.5510989368845,766.1567231797044,859.0462536310876,275.58264822338964,74.04381822416603,0.7882202140572997
494,Northwest Arctic Borough,0,0.09,3.0,1973.0938389449457,769.9603039306043,863.3109839344168,277.6759434279651,70.63301001526877,0.7972116153862226
495,Northwest Arctic Borough,2000,0.03,0.0,1617.920521309046,770.1304399594636,863.5017474084913,269.30272016769754,80.72419994306567,0.7693771669975522
496,Northwest Arctic Borough,2000,0.03,1.5,1674.8976816489564,766.1567231797044,859.0462536310876,275.58264822338964,74.04381822416603,0.7882202140572997
497,Northwest Arctic Borough,2000,0.03,3.0,1532.5070364731166,769.9603039306043,863.3109839344168,277.6759434279651,70.63301001526877,0.7972116153862226
498,Northwest Arctic Borough,2000,0.06,0.0,2681.1502995932274,770.1304399594636,863.5017474084913,269.30272016769754,80.72419994306567,0.7693771669975522
499,Northwest Arctic Borough,2000,0.06,1.5,2749.66120292747,766.1567231797044,859.0462536310876,275.58264822338964,74.04381822416603,0.7882202140572997
500,Northwest Arctic Borough,2000,0.06,3.0,2578.446778250199,769.9603039306043,863.3109839344168,277.6759434279651,70.63301001526877,0.7972116153862226
501,Northwest Arctic Borough,2000,0.09,0.0,4018.048597545201,770.1304399594636,863.5017474084913,269.30272016769754,80.72419994306567,0.7693771669975522
502,Northwest Arctic Borough,2000,0.09,1.5,4101.061955281181,766.1567231797044,859.0462536310876,275.58264822338964,74.04381822416603,0.7882202140572997
503,Northwest Arctic Borough,2000,0.09,3.0,3893.604695289244,769.9603039306043,863.3109839344168,277.6759434279651,70.63301001526877,0.7972116153862226
504,Northwest Arctic Borough,4000,0.03,0.0,3538.4313776533436,770.1304399594636,863.5017474084913,269.30272016769754,80.72419994306567,0.7693771669975522
505,Northwest Arctic Borough,4000,0.03,1.5,3595.4085379932544,766.1567231797044,859.0462536310876,275.58264822338964,74.04381822416603,0.7882202140572997
506,Northwest Arctic Borough,4000,0.03,3.0,3453.017892817414,769.9603039306043,863.3109839344168,277.6759434279651,70.63301001526877,0.7972116153862226
507,Northwest Arctic Borough,4000,0.06,0.0,4601.661155937526,770.1304399594636,863.5017474084913,269.30272016769754,80.72419994306567,0.7693771669975522
508,Northwest Arctic Borough,4000,0.06,1.5,4670.172059271767,766.1567231797044,859.0462536310876,275.58264822338964,74.04381822416603,0.7882202140572997
509,Northwest Arctic Borough,4000,0.06,3.0,4498.957634594497,769.9603039306043,863.3109839344168,277.6759434279651,70.63301001526877,0.7972116153862226
510,Northwest Arctic Borough,4000,0.09,0.0,5938.5594538894975,770.1304399594636,863.5017474084913,269.30272016769754,80.72419994306567,0.7693771669975522
511,Northwest Arctic Borough,4000,0.09,1.5,6021.572811625479,766.1567231797044,859.0462536310876,275.58264822338964,74.04381822416603,0.7882202140572997
512,Northwest Arctic Borough,4000,0.09,3.0,5814.115551633541,769.9603039306043,863.3109839344168,277.6759434279651,70.63301001526877,0.7972116153862226
513,Petersburg Borough,0,0.03,0.0,16593.389569300456,8025.300678650669,8998.2953535224,359.88081657464164,1.5783327423467235,0.9956334408872229
514,Petersburg Borough,0,0.03,1.5,15240.543180945368,7543.776940649744,8458.39124428559,359.46877395606435,0.7891663711733617,0.9978094407288941
515,Petersburg Borough,0,0.03,3.0,13715.390340076083,6998.230494510524,7846.702256172738,356.689232223967,0.7891663711733617,0.9977924082286519
516,Petersburg Borough,0,0.06,0.0,20882.024440699035,8025.300678650669,8998.2953535224,359.88081657464164,1.5783327423467235,0.9956334408872229
517,Petersburg Borough,0,0.06,1.5,19255.32476690445,7543.776940649744,8458.39124428559,359.46877395606435,0.7891663711733617,0.9978094407288941
518,Petersburg Borough,0,0.06,3.0,17421.439079597763,6998.230494510524,7846.702256172738,356.689232223967,0.7891663711733617,0.9977924082286519
519,Petersburg Borough,0,0.09,0.0,26274.526397672813,8025.300678650669,8998.2953535224,359.88081657464164,1.5783327423467235,0.9956334408872229
520,Petersburg Borough,0,0.09,1.5,24303.485360731454,7543.776940649744,8458.39124428559,359.46877395606435,0.7891663711733617,0.9978094407288941
521,Petersburg Borough,0,0.09,3.0,22081.400974183936,6998.230494510524,7846.702256172738,356.689232223967,0.7891663711733617,0.9977924082286519
522,Petersburg Borough,2000,0.03,0.0,18583.764930224424,8025.300678650669,8998.2953535224,359.88081657464164,1.5783327423467235,0.9956334408872229
523,Petersburg Borough,2000,0.03,1.5,17230.91854186933,7543.776940649744,8458.39124428559,359.46877395606435,0.7891663711733617,0.9978094407288941
524,Petersburg Borough,2000,0.03,3.0,15705.76570100005,6998.230494510524,7846.702256172738,356.689232223967,0.7891663711733617,0.9977924082286519
525,Petersburg Borough,2000,0.06,0.0,22872.399801623,8025.300678650669,8998.2953535224,359.88081657464164,1.5783327423467235,0.9956334408872229
526,Petersburg Borough,2000,0.06,1.5,21245.700127828415,7543.776940649744,8458.39124428559,359.46877395606435,0.7891663711733617,0.9978094407288941
527,Petersburg Borough,2000,0.06,3.0,19411.814440521728,6998.230494510524,7846.702256172738,356.689232223967,0.7891663711733617,0.9977924082286519
528,Petersburg Borough,2000,0.09,0.0,28264.901758596774,8025.300678650669,8998.2953535224,359.88081657464164,1.5783327423467235,0.9956334408872229
529,Petersburg Borough,2000,0.09,1.5,26293.860721655423,7543.776940649744,8458.39124428559,359.46877395606435,0.7891663711733617,0.9978094407288941
530,Petersburg Borough,2000,0.09,3.0,24071.776335107905,6998.230494510524,7846.702256172738,356.689232223967,0.7891663711733617,0.9977924082286519
531,Petersburg Borough,4000,0.03,0.0,20574.14029114839,8025.300678650669,8998.2953535224,359.88081657464164,1.5783327423467235,0.9956334408872229
532,Petersburg Borough,4000,0.03,1.5,19221.2939027933,7543.776940649744,8458.39124428559,359.46877395606435,0.7891663711733617,0.9978094407288941
533,Petersburg Borough,4000,0.03,3.0,17696.141061924016,6998.230494510524,7846.702256172738,356.689232223967,0.7891663711733617,0.9977924082286519
534,Petersburg Borough,4000,0.06,0.0,24862.775162546965,8025.300678650669,8998.2953535224,359.88081657464164,1.5783327423467235,0.9956334408872229
535,Petersburg Borough,4000,0.06,1.5,23236.07548875238,7543.776940649744,8458.39124428559,359.46877395606435,0.7891663711733617,0.9978094407288941
536,Petersburg Borough,4000,0.06,3.0,21402.189801445693,6998.230494510524,7846.702256172738,356.689232223967,0.7891663711733617,0.9977924082286519
537,Petersburg Borough,4000,0.09,0.0,30255.277119520742,8025.300678650669,8998.2953535224,359.88081657464164,1.5783327423467235,0.9956334408872229
538,Petersburg Borough,4000,0.09,1.5,28284.23608257938,7543.776940649744,8458.39124428559,359.46877395606435,0.7891663711733617,0.9978094407288941
539,Petersburg Borough,4000,0.09,3.0,26062.15169603187,6998.230494510524,7846.702256172738,356.689232223967,0.7891663711733617,0.9977924082286519
540,Prince of Wales-Hyder Census Area,0,0.03,0.0,6688.2259543721275,3179.434519555647,3564.9120213345764,334.23921654130896,0.04818912391211692,0.999855845230495
541,Prince of Wales-Hyder Census Area,0,0.03,1.5,5788.008250263373,2947.1555292674584,3304.4713172758093,333.92328305427355,0.02409456195605846,0.9999278492254436
542,Prince of Wales-Hyder Census Area,0,0.03,3.0,4877.119987113271,2707.005649273872,3035.2054497620975,332.0804896335485,0.02409456195605846,0.9999274488727266
543,Prince of Wales-Hyder Census Area,0,0.06,0.0,9020.018550823257,3179.434519555647,3564.9120213345764,334.23921654130896,0.04818912391211692,0.999855845230495
544,Prince of Wales-Hyder Census Area,0,0.06,1.5,7937.572045275538,2947.1555292674584,3304.4713172758093,333.92328305427355,0.02409456195605846,0.9999278492254436
545,Prince of Wales-Hyder Census Area,0,0.06,3.0,6842.2949663078225,2707.005649273872,3035.2054497620975,332.0804896335485,0.02409456195605846,0.9999274488727266
546,Prince of Wales-Hyder Census Area,0,0.09,0.0,11951.999592967577,3179.434519555647,3564.9120213345764,334.23921654130896,0.04818912391211692,0.999855845230495
547,Prince of Wales-Hyder Census Area,0,0.09,1.5,10640.419762284128,2947.1555292674584,3304.4713172758093,333.92328305427355,0.02409456195605846,0.9999278492254436
548,Prince of Wales-Hyder Census Area,0,0.09,3.0,9313.293369966896,2707.005649273872,3035.2054497620975,332.0804896335485,0.02409456195605846,0.9999274488727266
549,Prince of Wales-Hyder Census Area,2000,0.03,0.0,8591.240587955801,3179.434519555647,3564.9120213345764,334.23921654130896,0.04818912391211692,0.999855845230495
550,Prince of Wales-Hyder Census Area,2000,0.03,1.5,7691.0228838470475,2947.1555292674584,3304.4713172758093,333.92328305427355,0.02409456195605846,0.9999278492254436
551,Prince of Wales-Hyder Census Area,2000,0.03,3.0,6780.134620696945,2707.005649273872,3035.2054497620975,332.0804896335485,0.02409456195605846,0.9999274488727266
552,Prince of Wales-Hyder Census Area,2000,0.06,0.0,10923.033184406931,3179.434519555647,3564.9120213345764,334.23921654130896,0.04818912391211692,0.999855845230495
553,Prince of Wales-Hyder Census Area,2000,0.06,1.5,9840.586678859212,2947.1555292674584,3304.4713172758093,333.92328305427355,0.02409456195605846,0.9999278492254436
554,Prince of Wales-Hyder Census Area,2000,0.06,3.0,8745.309599891496,2707.005649273872,3035.2054497620975,332.0804896335485,0.02409456195605846,0.9999274488727266
555,Prince of Wales-Hyder Census Area,2000,0.09,0.0,13855.014226551251,3179.434519555647,3564.9120213345764,334.23921654130896,0.04818912391211692,0.999855845230495
556,Prince of Wales-Hyder Census Area,2000,0.09,1.5,12543.434395867802,2947.1555292674584,3304.4713172758093,333.92328305427355,0.02409456195605846,0.9999278492254436
557,Prince of Wales-Hyder Census Area,2000,0.09,3.0,11216.308003550568,2707.005649273872,3035.2054497620975,332.0804896335485,0.02409456195605846,0.9999274488727266
558,Prince of Wales-Hyder Census Area,4000,0.03,0.0,10494.255221539475,3179.434519555647,3564.9120213345764,334.23921654130896,0.04818912391211692,0.999855845230495
559,Prince of Wales-Hyder Census Area,4000,0.03,1.5,9594.03751743072,2947.1555292674584,3304.4713172758093,333.92328305427355,0.02409456195605846,0.9999278492254436
560,Prince of Wales-Hyder Census Area,4000,0.03,3.0,8683.149254280619,2707.005649273872,3035.2054497620975,332.0804896335485,0.02409456195605846,0.9999274488727266
561,Prince of Wales-Hyder Census Area,4000,0.06,0.0,12826.047817990606,3179.434519555647,3564.9120213345764,334.23921654130896,0.04818912391211692,0.999855845230495
562,Prince of Wales-Hyder Census Area,4000,0.06,1.5,11743.601312442886,2947.1555292674584,3304.4713172758093,333.92328305427355,0.02409456195605846,0.9999278492254436
563,Prince of Wales-Hyder Census Area,4000,0.06,3.0,10648.32423347517,2707.005649273872,3035.2054497620975,332.0804896335485,0.02409456195605846,0.9999274488727266
564,Prince of Wales-Hyder Census Area,4000,0.09,0.0,15758.028860134924,3179.434519555647,3564.9120213345764,334.23921654130896,0.04818912391211692,0.999855845230495
565,Prince of Wales-Hyder Census Area,4000,0.09,1.5,14446.449029451476,2947.1555292674584,3304.4713172758093,333.92328305427355,0.02409456195605846,0.9999278492254436
566,Prince of Wales-Hyder Census Area,4000,0.09,3.0,13119.322637134243,2707.005649273872,3035.2054497620975,332.0804896335485,0.02409456195605846,0.9999274488727266
567,Sitka City and Borough,0,0.03,0.0,11436.040897657469,6565.503680028118,7361.511253365818,352.520455873758,0.0,1.0
568,Sitka City and Borough,0,0.03,1.5,10155.136793437741,6071.841112954959,6807.996592498404,352.520455873758,0.0,1.0
569,Sitka City and Borough,0,0.03,3.0,8881.94081939865,5570.024132451099,6245.338869779193,351.55464640561075,0.0,1.0
570,Sitka City and Borough,0,0.06,0.0,14630.540360376735,6565.503680028118,7361.511253365818,352.520455873758,0.0,1.0
571,Sitka City and Borough,0,0.06,1.5,13090.346066012053,6071.841112954959,6807.996592498404,352.520455873758,0.0,1.0
572,Sitka City and Borough,0,0.06,3.0,11559.420239197225,5570.024132451099,6245.338869779193,351.55464640561075,0.0,1.0
573,Sitka City and Borough,0,0.09,0.0,18647.28347813429,6565.503680028118,7361.511253365818,352.520455873758,0.0,1.0
574,Sitka City and Borough,0,0.09,1.5,16781.05936316033,6071.841112954959,6807.996592498404,352.520455873758,0.0,1.0
575,Sitka City and Borough,0,0.09,3.0,14926.065673927907,5570.024132451099,6245.338869779193,351.55464640561075,0.0,1.0
576,Sitka City and Borough,2000,0.03,0.0,13367.659833952035,6565.503680028118,7361.511253365818,352.520455873758,0.0,1.0
577,Sitka City and Borough,2000,0.03,1.5,12086.755729732307,6071.841112954959,6807.996592498404,352.520455873758,0.0,1.0
578,Sitka City and Borough,2000,0.03,3.0,10813.559755693213,5570.024132451099,6245.338869779193,351.55464640561075,0.0,1.0
579,Sitka City and Borough,2000,0.06,0.0,16562.159296671296,6565.503680028118,7361.511253365818,352.520455873758,0.0,1.0
580,Sitka City and Borough,2000,0.06,1.5,15021.965002306615,6071.841112954959,6807.996592498404,352.520455873758,0.0,1.0
581,Sitka City and Borough,2000,0.06,3.0,13491.039175491787,5570.024132451099,6245.338869779193,351.55464640561075,0.0,1.0
582,Sitka City and Borough,2000,0.09,0.0,20578.902414428852,6565.503680028118,7361.511253365818,352.520455873758,0.0,1.0
583,Sitka City and Borough,2000,0.09,1.5,18712.678299454896,6071.841112954959,6807.996592498404,352.520455873758,0.0,1.0
584,Sitka City and Borough,2000,0.09,3.0,16857.68461022247,5570.024132451099,6245.338869779193,351.55464640561075,0.0,1.0
585,Sitka City and Borough,4000,0.03,0.0,15299.278770246598,6565.503680028118,7361.511253365818,352.520455873758,0.0,1.0
586,Sitka City and Borough,4000,0.03,1.5,14018.37466602687,6071.841112954959,6807.996592498404,352.520455873758,0.0,1.0
587,Sitka City and Borough,4000,0.03,3.0,12745.17869198778,5570.024132451099,6245.338869779193,351.55464640561075,0.0,1.0
588,Sitka City and Borough,4000,0.06,0.0,18493.778232965862,6565.503680028118,7361.511253365818,352.520455873758,0.0,1.0
589,Sitka City and Borough,4000,0.06,1.5,16953.58393860118,6071.841112954959,6807.996592498404,352.520455873758,0.0,1.0
590,Sitka City and Borough,4000,0.06,3.0,15422.658111786353,5570.024132451099,6245.338869779193,351.55464640561075,0.0,1.0
591,Sitka City and Borough,4000,0.09,0.0,22510.52135072342,6565.503680028118,7361.511253365818,352.520455873758,0.0,1.0
592,Sitka City and Borough,4000,0.09,1.5,20644.29723574946,6071.841112954959,6807.996592498404,352.520455873758,0.0,1.0
593,Sitka City and Borough,4000,0.09,3.0,18789.30354651703,5570.024132451099,6245.338869779193,351.55464640561075,0.0,1.0
594,Skagway Municipality,0,0.03,0.0,8022.927113264181,3016.598706817874,3382.333848152446,348.8390804597701,4.899425287356322,0.9861495844875345
595,Skagway Municipality,0,0.03,1.5,7337.182936201745,2865.0891634221944,3212.455151398013,345.89942528735634,4.899425287356322,0.9860335195530726
596,Skagway Municipality,0,0.03,3.0,6566.0070710468,2701.239227241105,3028.739901533863,344.919540229885,3.9195402298850572,0.9887640449438202
597,Skagway Municipality,0,0.06,0.0,10539.33672358072,3016.598706817874,3382.333848152446,348.8390804597701,4.899425287356322,0.9861495844875345
598,Skagway Municipality,0,0.06,1.5,9714.779080720531,2865.0891634221944,3212.455151398013,345.89942528735634,4.899425287356322,0.9860335195530726
599,Skagway Municipality,0,0.06,3.0,8787.496028421365,2701.239227241105,3028.739901533863,344.919540229885,3.9195402298850572,0.9887640449438202
600,Skagway Municipality,0,0.09,0.0,13703.454013834971,3016.598706817874,3382.333848152446,348.8390804597701,4.899425287356322,0.9861495844875345
601,Skagway Municipality,0,0.09,1.5,12704.353210175312,2865.0891634221944,3212.455151398013,345.89942528735634,4.899425287356322,0.9860335195530726
602,Skagway Municipality,0,0.09,3.0,11580.781982870394,2701.239227241105,3028.739901533863,344.919540229885,3.9195402298850572,0.9887640449438202
603,Skagway Municipality,2000,0.03,0.0,9982.69722820671,3016.598706817874,3382.333848152446,348.8390804597701,4.899425287356322,0.9861495844875345
604,Skagway Municipality,2000,0.03,1.5,9296.953051144274,2865.0891634221944,3212.455151398013,345.89942528735634,4.899425287356322,0.9860335195530726
605,Skagway Municipality,2000,0.03,3.0,8525.77718598933,2701.239227241105,3028.739901533863,344.919540229885,3.9195402298850572,0.9887640449438202
606,Skagway Municipality,2000,0.06,0.0,12499.10683852325,3016.598706817874,3382.333848152446,348.8390804597701,4.899425287356322,0.9861495844875345
607,Skagway Municipality,2000,0.06,1.5,11674.54919566306,2865.0891634221944,3212.455151398013,345.89942528735634,4.899425287356322,0.9860335195530726
608,Skagway Municipality,2000,0.06,3.0,10747.26614336389,2701.239227241105,3028.739901533863,344.919540229885,3.9195402298850572,0.9887640449438202
609,Skagway Municipality,2000,0.09,0.0,15663.224128777501,3016.598706817874,3382.333848152446,348.8390804597701,4.899425287356322,0.9861495844875345
610,Skagway Municipality,2000,0.09,1.5,14664.12332511784,2865.0891634221944,3212.455151398013,345.89942528735634,4.899425287356322,0.9860335195530726
611,Skagway Municipality,2000,0.09,3.0,13540.552097812924,2701.239227241105,3028.739901533863,344.919540229885,3.9195402298850572,0.9887640449438202
612,Skagway Municipality,4000,0.03,0.0,11942.467343149241,3016.598706817874,3382.333848152446,348.8390804597701,4.899425287356322,0.9861495844875345
613,Skagway Municipality,4000,0.03,1.5,11256.723166086802,2865.0891634221944,3212.455151398013,345.89942528735634,4.899425287356322,0.9860335195530726
614,Skagway Municipality,4000,0.03,3.0,10485.547300931856,2701.239227241105,3028.739901533863,344.919540229885,3.9195402298850572,0.9887640449438202
615,Skagway Municipality,4000,0.06,0.0,14458.876953465779,3016.598706817874,3382.333848152446,348.8390804597701,4.899425287356322,0.9861495844875345
616,Skagway Municipality,4000,0.06,1.5,13634.319310605584,2865.0891634221944,3212.455151398013,345.89942528735634,4.899425287356322,0.9860335195530726
617,Skagway Municipality,4000,0.06,3.0,12707.036258306418,2701.239227241105,3028.739901533863,344.919540229885,3.9195402298850572,0.9887640449438202
618,Skagway Municipality,4000,0.09,0.0,17622.99424372003,3016.598706817874,3382.333848152446,348.8390804597701,4.899425287356322,0.9861495844875345
619,Skagway Municipality,4000,0.09,1.5,16623.893440060372,2865.0891634221944,3212.455151398013,345.89942528735634,4.899425287356322,0.9860335195530726
620,Skagway Municipality,4000,0.09,3.0,15500.322212755453,2701.239227241105,3028.739901533863,344.919540229885,3.9195402298850572,0.9887640449438202
621,Southeast Fairbanks Census Area,0,0.03,0.0,-1989.9508470036606,1291.302253124394,1447.8609001146963,252.78978850496028,88.76937922442616,0.740105411854273
622,Southeast Fairbanks Census Area,0,0.03,1.5,-2087.415500543403,1261.516911478886,1414.4643568493648,253.45352694155682,81.00160098046253,0.7578102584830194
623,Southeast Fairbanks Census Area,0,0.03,3.0,-2391.6234533706897,1241.2226528673536,1391.7096040644465,254.45432099106213,75.81616695833954,0.7704421989713026
624,Southeast Fairbanks Census Area,0,0.06,0.0,-1404.6334686821467,1291.302253124394,1447.8609001146963,252.78978850496028,88.76937922442616,0.740105411854273
625,Southeast Fairbanks Census Area,0,0.06,1.5,-1521.8276464426938,1261.516911478886,1414.4643568493648,253.45352694155682,81.00160098046253,0.7578102584830194
626,Southeast Fairbanks Census Area,0,0.06,3.0,-1887.6156486057127,1241.2226528673536,1391.7096040644465,254.45432099106213,75.81616695833954,0.7704421989713026
627,Southeast Fairbanks Census Area,0,0.09,0.0,-668.6591545479589,1291.302253124394,1447.8609001146963,252.78978850496028,88.76937922442616,0.740105411854273
628,Southeast Fairbanks Census Area,0,0.09,1.5,-810.6611094126839,1261.516911478886,1414.4643568493648,253.45352694155682,81.00160098046253,0.7578102584830194
629,Southeast Fairbanks Census Area,0,0.09,3.0,-1253.8794703054944,1241.2226528673536,1391.7096040644465,254.45432099106213,75.81616695833954,0.7704421989713026
630,Southeast Fairbanks Census Area,2000,0.03,0.0,-50.599483317946074,1291.302253124394,1447.8609001146963,252.78978850496028,88.76937922442616,0.740105411854273
